ID,Gender,Household income,Method,Education,Household size,Rainfall,Ave temp,Travel time,Amount spent,Availability,Quality,Willingness to pay,Kitchen Sink,ToiletWC,Garden,Car,Volume in lpcd
337,male,60000,carried,1,3,0,75,13,450,not_often,good,500,0,0,0,0,120
338,female,65000,carried,1,5,0,75,34,285,not_often,good,330,0,0,0,0,80
339,male,50000,delivered,1,4,0,75,13,405,not_often,fair,450,0,0,0,0,110
340,male,50000,carried,1,5,0,75,34,285,often,good,330,0,0,0,0,80
341,male,50000,delivered,1,3,0,75,13,450,often,fair,500,0,0,0,0,120
342,female,50000,carried,1,4,0,75,44,285,not_often,good,330,0,0,0,0,80
343,female,50000,carried,1,6,0,75,84,165,not_often,fair,210,0,0,0,0,50
344,male,50000,carried,1,5,0,75,44,240,not_often,fair,290,0,0,0,0,70
345,male,50000,delivered,1,3,0,75,8,525,often,good,480,0,0,0,0,140
346,female,50000,carried,1,4,0,75,34,330,often,good,380,0,0,0,0,90
347,male,50000,carried,1,5,0,75,44,240,not_often,good,290,0,0,0,0,70
348,female,70000,delivered,1,4,0,75,24,360,often,good,410,0,0,0,0,100
349,male,75000,carried,1,4,0,75,24,360,often,good,410,0,0,0,0,100
350,female,90000,delivered,1,6,0,75,44,240,not_often,fair,290,0,0,0,0,70
351,male,70000,delivered,1,5,0,75,44,285,not_often,fair,330,0,0,0,0,80
352,male,75000,carried,1,4,0,75,34,330,often,fair,380,0,0,0,0,90
353,female,100000,delivered,1,3,0,75,64,120,not_often,good,170,0,0,0,0,40
354,female,70000,delivered,1,5,0,75,134,120,often,fair,170,0,0,0,0,20
355,male,80000,delivered,1,6,0,75,134,120,not_often,good,170,0,0,0,0,20
356,male,95000,delivered,1,6,0,75,134,120,not_often,good,170,0,0,0,0,20
357,male,90000,delivered,1,6,0,75,134,120,often,fair,170,0,0,0,0,10
358,female,40000,delivered,1,4,0,75,94,120,often,fair,170,0,0,0,0,30
359,male,55000,delivered,1,3,0,75,84,120,often,good,170,0,0,0,0,40
360,male,100000,delivered,1,3,0,75,94,90,not_often,good,140,0,0,0,0,30
361,female,85000,delivered,1,6,0,75,134,90,not_often,fair,140,0,0,0,0,20
362,male,105000,delivered,1,6,0,75,124,90,not_often,fair,140,0,0,0,0,10
363,female,100000,delivered,1,6,0,75,124,90,not_often,fair,140,0,0,0,0,10
364,female,100000,delivered,1,5,0,75,134,90,often,very good,140,0,0,0,0,20
365,female,100000,delivered,1,6,0,75,134,90,not_often,good,140,0,0,0,0,10
366,female,100000,delivered,1,3,0,75,124,90,not_often,good,140,0,0,0,0,20
367,female,100000,delivered,1,5,0,75,144,90,often,good,140,0,0,0,0,10
368,female,100000,delivered,1,6,0,75,134,90,often,good,140,0,0,0,0,10
369,female,80000,delivered,1,5,0,75,144,90,not_often,good,140,0,0,0,0,10
370,male,65000,carried,1,5,0,75,134,90,not_often,fair,140,0,0,0,0,20
371,female,80000,delivered,1,4,0,75,34,330,often,good,380,0,0,0,0,90
372,female,60000,carried,1,3,0,75,84,120,often,good,170,0,0,0,0,40
373,female,60000,carried,1,3,0,75,18,405,often,fair,450,0,0,0,0,110
374,female,60000,carried,1,4,0,75,28,330,often,good,380,0,0,0,0,90
375,female,60000,carried,1,4,0,75,28,330,not_often,very good,380,0,0,0,0,90
376,female,70000,carried,1,5,0,75,24,360,often,fair,410,0,0,0,0,100
377,female,50000,carried,1,4,0,75,13,480,not_often,fair,300,0,0,0,0,130
378,male,80000,carried,1,4,0,75,24,360,not_often,good,410,0,0,0,0,100
379,female,40000,carried,1,4,0,75,34,330,not_often,fair,380,0,0,0,0,90
380,male,100000,carried,1,4,0,75,38,330,often,good,380,0,0,0,1,90
381,male,70000,carried,1,5,0,75,48,240,not_often,fair,290,0,0,0,0,70
382,female,70000,carried,1,4,0,75,13,450,not_often,fair,500,0,0,0,0,120
383,female,85000,carried,1,6,0,75,44,285,often,fair,330,0,0,0,0,80
384,female,70000,carried,1,5,0,75,34,330,not_often,good,380,0,0,0,0,90
385,female,95000,carried,1,6,0,75,44,285,not_often,fair,330,0,0,0,0,80
386,male,65000,carried,1,5,0,75,24,360,not_often,good,410,0,0,0,0,100
387,male,65000,carried,1,3,0,75,8,645,often,good,400,0,0,0,0,170
388,female,65000,carried,1,6,0,75,28,285,not_often,good,330,0,0,0,0,80
389,female,65000,carried,1,6,0,75,28,285,not_often,fair,330,0,0,0,0,80
390,female,65000,carried,1,4,0,75,13,450,not_often,fair,500,0,0,0,0,120
391,male,75000,carried,1,4,0,75,13,480,not_often,good,300,0,0,0,0,130
392,male,70000,carried,1,5,0,75,13,450,not_often,fair,500,0,0,0,0,120
393,female,105000,carried,1,6,0,75,24,360,not_often,fair,410,0,0,0,0,100
394,female,60000,carried,1,3,0,75,13,645,often,fair,400,0,0,0,0,170
395,female,90000,carried,1,6,0,75,44,285,not_often,fair,330,0,0,0,0,80
396,male,80000,carried,1,4,0,75,13,480,not_often,fair,300,0,0,0,0,130
397,female,60000,carried,1,4,0,75,13,480,often,good,300,0,0,0,0,130
398,male,95000,carried,1,6,0,75,44,285,not_often,good,330,0,0,0,0,80
399,female,60000,carried,1,3,0,75,8,570,not_often,good,280,0,0,0,0,150
400,female,65000,carried,1,5,0,75,34,330,not_often,fair,380,0,0,0,0,90
401,male,95000,carried,1,6,0,75,48,240,often,fair,290,0,0,0,0,70
402,male,60000,carried,1,3,0,75,8,645,not_often,good,400,0,0,0,0,170
403,female,95000,carried,1,6,0,75,48,240,often,fair,290,0,0,0,0,70
404,male,100000,carried,1,3,0,75,8,570,not_often,good,280,0,0,0,0,150
405,male,60000,carried,1,3,0,75,8,570,often,good,280,0,0,0,0,150
406,female,50000,carried,1,4,0,75,13,480,not_often,fair,300,0,0,0,0,130
407,female,100000,carried,1,2,0,75,8,480,not_often,fair,300,0,0,0,0,260
408,female,50000,carried,1,4,0,75,8,480,not_often,fair,300,0,0,0,0,130
409,male,100000,carried,1,4,0,75,13,480,not_often,fair,300,0,0,0,0,130
410,male,75000,carried,1,4,0,75,13,405,often,fair,450,0,0,0,0,110
411,female,80000,carried,1,6,0,75,48,240,often,fair,290,0,0,0,0,70
412,female,50000,delivered,1,4,0,75,13,405,not_often,good,450,0,0,0,0,110
413,female,100000,delivered,1,3,0,75,13,525,often,good,480,0,0,0,0,140
414,male,40000,delivered,1,4,0,75,24,360,often,good,410,0,0,0,0,100
415,female,65000,delivered,1,5,0,75,34,330,not_often,good,380,0,0,0,0,90
416,female,50000,delivered,1,4,0,75,24,405,often,fair,450,0,0,0,0,110
417,female,90000,delivered,1,6,0,75,88,210,often,good,260,0,0,0,0,60
418,female,40000,delivered,1,4,0,75,20,405,often,fair,450,0,0,0,0,110
419,female,50000,delivered,1,4,0,75,30,330,not_often,good,380,0,0,0,0,90
420,female,50000,delivered,1,4,0,75,20,405,often,fair,450,0,0,0,0,110
421,male,50000,delivered,1,4,0,75,20,360,often,fair,410,0,0,0,0,100
422,female,50000,delivered,1,5,0,75,88,210,not_often,good,260,0,0,0,0,60
423,male,50000,delivered,1,6,0,75,80,165,often,good,210,0,0,0,0,50
424,male,50000,delivered,1,4,0,75,30,330,often,fair,380,0,0,0,0,90
425,female,95000,delivered,1,6,0,75,88,210,often,good,260,0,0,0,0,60
426,female,65000,delivered,1,5,0,75,40,240,often,fair,290,0,0,0,0,70
427,female,95000,delivered,1,6,0,75,88,210,often,good,260,0,0,0,0,60
428,male,100000,delivered,1,6,0,75,88,210,not_often,good,260,0,0,0,0,60
429,male,100000,delivered,1,3,0,75,13,480,often,good,300,0,0,0,0,130
430,male,100000,delivered,1,4,0,75,20,360,often,good,410,0,0,0,0,100
431,male,100000,delivered,1,3,0,75,13,450,often,fair,500,0,0,0,0,120
432,male,100000,delivered,1,4,0,75,30,330,often,good,380,0,0,0,0,90
433,female,60000,delivered,1,3,0,75,13,450,not_often,fair,500,0,0,0,0,120
434,male,70000,delivered,1,5,0,75,40,240,not_often,fair,290,0,0,0,0,70
435,female,70000,delivered,1,5,0,75,38,240,often,very good,290,0,0,0,0,70
436,female,90000,delivered,1,6,0,75,88,210,not_often,fair,260,0,0,0,0,60
437,female,95000,delivered,1,6,0,75,40,240,often,good,290,0,0,0,0,70
438,female,105000,delivered,1,4,0,75,20,405,often,fair,450,0,0,0,0,110
439,male,55000,delivered,1,3,0,75,40,450,often,fair,500,0,0,0,0,120
440,male,55000,delivered,1,3,0,75,13,450,not_often,good,500,0,0,0,0,120
441,female,90000,delivered,1,6,0,75,40,240,not_often,good,290,0,0,0,0,70
442,female,45000,delivered,1,3,0,75,13,525,not_often,fair,480,0,0,0,0,140
443,male,100000,delivered,1,4,0,75,13,525,not_often,good,480,0,0,0,0,140
444,female,60000,delivered,1,3,0,75,20,405,not_often,good,450,0,0,0,0,110
445,female,80000,delivered,1,6,0,75,30,330,not_often,good,380,0,0,0,0,90
446,female,85000,delivered,1,6,0,75,20,360,not_often,good,410,0,0,0,0,100
447,female,85000,carried,1,4,0,75,8,600,often,good,450,0,0,0,0,160
448,male,85000,delivered,1,6,0,75,20,360,not_often,fair,410,0,0,0,0,100
449,male,85000,delivered,1,3,0,75,8,690,not_often,fair,500,0,0,0,0,180
450,female,85000,delivered,1,4,0,75,20,405,often,fair,450,0,0,0,0,110
451,male,40000,delivered,1,4,0,75,20,405,not_often,good,450,0,0,0,0,110
452,female,40000,well,1,4,0,75,20,405,often,poor,450,0,0,0,0,110
453,female,60000,delivered,1,3,0,75,8,525,often,fair,480,0,0,0,0,140
454,male,55000,delivered,1,3,0,75,8,600,often,fair,450,0,0,0,0,160
455,female,95000,delivered,1,6,0,75,40,285,not_often,fair,330,0,0,0,0,80
456,female,95000,delivered,1,6,0,75,30,330,not_often,fair,380,0,0,0,0,90
457,female,95000,delivered,1,4,0,75,13,480,often,fair,300,0,0,0,0,130
458,female,95000,delivered,1,4,0,75,8,525,not_often,good,480,0,0,0,0,140
459,male,95000,delivered,1,3,0,75,8,645,not_often,fair,400,0,0,0,0,170
460,male,95000,delivered,1,4,0,75,8,480,not_often,fair,300,0,0,0,0,130
461,female,95000,delivered,1,3,0,75,8,765,not_often,fair,280,0,0,0,0,200
462,female,90000,delivered,1,6,0,75,20,360,often,good,410,0,0,0,0,100
463,male,45000,carried,1,3,0,75,8,810,not_often,fair,550,0,0,0,0,210
464,male,85000,delivered,1,6,0,75,40,285,often,good,330,0,0,0,0,80
465,male,105000,delivered,1,4,0,75,8,525,not_often,fair,480,0,0,0,0,140
466,male,105000,delivered,1,3,0,75,8,765,not_often,good,280,0,0,0,0,200
467,male,95000,carried,1,6,0,75,20,405,not_often,fair,450,0,0,0,0,110
468,female,65000,carried,1,5,0,75,13,480,often,good,300,0,0,0,0,130
469,female,65000,delivered,1,5,0,75,13,480,often,good,300,0,0,0,0,130
470,female,50000,delivered,1,4,0,75,8,645,often,fair,400,0,0,0,0,170
471,male,70000,delivered,1,5,0,75,20,360,often,fair,410,0,0,0,0,100
472,female,80000,delivered,1,4,0,75,13,450,often,fair,500,0,0,0,0,120
473,female,85000,delivered,1,4,0,75,13,450,not_often,fair,500,0,0,0,0,120
474,female,95000,delivered,1,6,0,75,30,330,often,fair,380,0,0,0,0,90
475,female,75000,delivered,1,4,0,75,13,450,not_often,fair,500,0,0,0,0,120
476,male,50000,delivered,1,4,0,75,13,450,not_often,good,500,0,0,0,0,120
477,male,80000,delivered,1,4,0,75,13,405,often,fair,450,0,0,0,0,110
478,male,45000,delivered,1,3,0,75,20,360,often,fair,410,0,0,0,0,100
479,female,80000,delivered,1,4,0,75,38,285,not_often,fair,330,0,0,0,0,80
480,male,85000,delivered,1,6,0,75,80,165,not_often,fair,210,0,0,0,0,50
481,female,100000,delivered,1,4,0,75,40,240,not_often,fair,290,0,0,0,0,70
482,male,105000,delivered,1,3,0,75,40,240,often,good,290,0,0,0,0,70
483,female,60000,delivered,1,3,0,75,88,210,not_often,good,260,0,0,0,0,60
484,male,105000,delivered,1,6,0,75,70,120,not_often,good,170,0,0,0,0,40
485,male,40000,delivered,1,4,0,75,40,240,not_often,fair,290,0,0,0,0,70
486,female,55000,delivered,1,3,0,75,88,210,often,fair,260,0,0,0,0,60
487,male,55000,delivered,1,4,0,75,40,285,often,fair,330,0,0,0,0,80
488,female,55000,delivered,1,5,0,75,88,210,often,good,260,0,0,0,0,60
489,male,55000,delivered,1,4,0,75,48,240,not_often,fair,290,0,0,0,0,70
490,male,55000,delivered,1,6,0,75,48,240,often,good,290,0,0,0,0,70
491,female,55000,delivered,1,6,0,75,40,285,not_often,fair,330,0,0,0,0,80
492,male,55000,delivered,1,6,0,75,80,165,often,good,210,0,0,0,0,50
493,male,75000,delivered,1,4,0,75,38,285,not_often,good,330,0,0,0,0,80
494,female,55000,delivered,1,3,0,75,20,360,often,good,410,0,0,0,0,100
495,female,85000,delivered,1,6,0,75,80,165,not_often,good,210,0,0,0,0,50
496,female,90000,delivered,1,6,0,75,42,285,not_often,fair,330,0,0,0,0,80
497,female,90000,delivered,1,6,0,75,42,285,not_often,good,330,0,0,0,0,80
498,male,90000,delivered,1,4,0,75,8,480,not_often,good,300,0,0,0,0,130
499,female,90000,carried,1,4,0,75,8,525,often,fair,480,0,0,0,0,140
500,female,90000,carried,1,6,0,75,22,360,not_often,very good,410,0,0,0,0,100
501,female,105000,carried,1,4,0,75,8,570,often,good,280,0,0,0,0,150
502,female,80000,delivered,1,6,0,75,48,240,often,good,290,0,0,0,0,70
503,male,60000,delivered,1,3,0,75,22,360,not_often,good,410,0,0,0,0,100
504,female,100000,delivered,1,3,0,75,8,600,not_often,fair,450,0,0,0,0,160
505,female,100000,delivered,1,4,0,75,8,480,not_often,fair,300,0,0,0,0,130
506,female,50000,delivered,1,4,0,75,8,480,often,good,300,0,0,0,0,130
507,female,70000,delivered,1,5,0,75,22,360,not_often,good,410,0,0,0,0,100
508,female,55000,delivered,1,3,0,75,8,600,often,fair,450,0,0,0,0,160
509,female,55000,delivered,1,5,0,75,22,360,often,good,410,0,0,0,0,100
510,female,80000,delivered,1,4,0,75,6,480,not_often,fair,300,0,0,0,0,130
511,female,90000,delivered,1,6,0,75,38,285,not_often,fair,330,0,0,0,0,80
512,female,75000,delivered,1,4,0,75,13,480,not_often,fair,300,0,0,0,0,130
513,female,75000,delivered,1,4,0,75,13,450,not_often,good,500,0,0,0,0,120
514,female,95000,carried,1,4,0,75,8,525,not_often,fair,480,0,0,0,0,140
515,male,55000,delivered,1,3,0,75,8,690,not_often,good,500,0,0,0,0,180
516,female,85000,delivered,1,6,0,75,38,285,often,good,330,0,0,0,0,80
517,male,70000,delivered,1,5,0,75,8,480,not_often,good,300,0,0,0,0,130
518,male,70000,delivered,1,5,0,75,22,360,not_often,good,410,0,0,0,0,100
519,female,90000,carried,1,6,0,75,38,285,not_often,fair,330,0,0,0,0,80
520,female,50000,delivered,1,3,0,75,6,600,not_often,fair,450,0,0,0,0,160
521,female,55000,delivered,1,4,0,75,6,570,not_often,fair,280,0,0,0,0,150
522,female,95000,delivered,1,6,0,75,38,285,not_often,good,330,0,0,0,0,80
523,male,80000,delivered,1,4,0,75,13,450,often,good,500,0,0,0,0,120
524,male,95000,carried,1,6,0,75,48,240,often,good,290,0,0,0,0,70
525,female,55000,delivered,1,3,0,75,8,720,often,good,380,0,0,0,0,190
526,female,40000,delivered,1,4,0,75,13,450,often,good,500,0,0,0,0,120
527,male,105000,carried,1,6,0,75,48,240,often,good,290,0,0,0,0,70
528,male,90000,carried,1,6,0,75,42,285,often,fair,330,0,0,0,0,80
529,male,40000,delivered,1,4,0,75,8,570,not_often,fair,280,0,0,0,0,150
530,female,100000,delivered,1,6,0,75,13,405,not_often,good,450,0,0,0,0,110
531,male,65000,delivered,1,5,0,75,32,330,not_often,good,380,0,0,0,0,90
532,female,65000,delivered,1,5,0,75,13,450,often,fair,500,0,0,0,0,120
533,female,65000,delivered,1,3,0,75,8,765,often,good,280,0,0,0,0,200
534,female,65000,delivered,1,4,0,75,13,405,often,very good,450,0,0,0,0,110
535,female,65000,delivered,1,6,0,75,38,240,often,fair,290,0,0,0,0,70
536,male,80000,delivered,1,4,0,75,22,360,not_often,good,410,0,0,0,0,100
537,male,90000,delivered,1,6,0,75,38,285,not_often,good,330,0,0,0,0,80
538,male,95000,carried,1,6,0,75,42,240,often,fair,290,0,0,0,0,70
539,female,100000,delivered,1,4,0,75,13,450,not_often,fair,500,0,0,0,0,120
540,male,95000,delivered,1,6,0,75,22,360,often,good,410,0,0,0,0,100
541,male,95000,delivered,1,3,0,75,8,600,not_often,fair,450,0,0,0,0,160
542,female,95000,delivered,1,4,0,75,13,450,not_often,good,500,0,0,0,0,120
543,male,95000,delivered,1,4,0,75,13,450,often,fair,500,0,0,0,0,120
544,female,100000,delivered,1,4,0,75,22,405,often,good,450,0,0,0,0,110
545,male,40000,delivered,1,4,0,75,22,360,not_often,fair,410,0,0,0,0,100
546,female,60000,delivered,1,3,0,75,8,600,often,fair,450,0,0,0,0,160
547,male,50000,delivered,1,4,0,75,13,450,not_often,good,500,0,0,0,0,120
548,female,50000,delivered,1,4,0,75,38,285,often,good,330,0,0,0,0,80
549,female,90000,delivered,1,6,0,75,88,165,often,good,210,0,0,0,0,50
550,male,55000,delivered,1,3,0,75,22,360,often,good,410,0,0,0,0,100
551,male,55000,delivered,1,3,0,75,22,360,often,fair,410,0,0,0,0,100
552,male,55000,delivered,1,5,0,75,42,285,often,fair,330,0,0,0,0,80
553,male,55000,delivered,1,6,0,75,88,210,not_often,good,260,0,0,0,0,60
554,male,55000,delivered,1,4,0,75,13,450,not_often,good,500,0,0,0,0,120
555,male,55000,delivered,1,3,0,75,8,600,not_often,good,450,0,0,0,0,160
556,male,55000,delivered,1,4,0,75,22,360,not_often,good,410,0,0,0,0,100
557,male,55000,delivered,1,4,0,75,22,360,not_often,fair,410,0,0,0,0,100
558,female,60000,delivered,1,3,0,75,42,285,often,good,330,0,0,0,0,80
559,male,85000,delivered,1,6,0,75,82,165,often,good,210,0,0,0,0,50
560,male,90000,delivered,1,6,0,75,92,90,not_often,good,140,0,0,0,0,30
561,female,100000,delivered,1,4,0,75,82,165,not_often,good,210,0,0,0,0,50
562,female,55000,delivered,1,3,0,75,8,765,often,fair,280,0,0,0,0,200
563,female,65000,carried,1,5,0,75,22,405,not_often,fair,450,0,0,0,0,110
564,male,85000,carried,1,3,0,75,13,600,often,good,450,0,0,0,0,160
565,male,105000,carried,1,4,0,75,8,570,often,fair,280,0,0,0,0,150
566,female,75000,delivered,1,4,0,75,8,570,often,good,280,0,0,0,0,150
567,male,90000,delivered,1,6,0,75,38,285,often,good,330,0,0,0,0,80
568,female,55000,delivered,1,3,0,75,38,285,often,fair,330,0,0,0,0,80
569,female,70000,delivered,1,5,0,75,82,120,often,good,170,0,0,0,0,40
570,male,70000,delivered,1,5,0,75,82,120,not_often,good,170,0,0,0,0,40
571,female,40000,delivered,1,4,0,75,42,285,often,fair,330,0,0,0,0,80
572,male,55000,delivered,1,4,0,75,42,285,often,good,330,0,0,0,0,80
573,male,70000,delivered,1,5,0,75,82,120,not_often,fair,170,0,0,0,0,40
574,male,80000,delivered,1,4,0,75,82,210,often,fair,260,0,0,0,0,60
575,male,75000,delivered,1,4,0,75,13,450,not_often,fair,500,0,0,0,0,120
576,female,105000,delivered,1,4,0,75,22,405,not_often,good,450,0,0,0,0,110
577,male,80000,delivered,1,4,0,75,22,405,not_often,good,450,0,0,0,0,110
578,female,95000,delivered,1,5,0,75,38,285,not_often,fair,330,0,0,0,0,80
579,male,70000,delivered,1,5,0,75,82,165,not_often,good,210,0,0,0,0,50
580,female,50000,delivered,1,4,0,75,42,210,not_often,good,260,0,0,0,0,60
581,female,65000,carried,1,5,0,75,22,360,not_often,poor,410,0,0,0,0,100
582,female,95000,delivered,1,6,0,75,42,285,not_often,good,330,0,0,0,0,80
583,female,90000,delivered,1,6,0,75,48,240,often,fair,290,0,0,0,0,70
584,male,95000,carried,1,3,0,75,8,765,not_often,good,280,0,0,0,0,200
585,female,45000,delivered,1,3,0,75,8,720,often,good,380,0,0,0,0,190
586,male,60000,delivered,1,3,0,75,8,600,often,fair,450,0,0,0,0,160
587,female,80000,delivered,1,4,0,75,13,450,not_often,fair,500,0,0,0,0,120
588,female,85000,delivered,1,6,0,75,42,240,not_often,good,290,0,0,0,0,70
589,female,60000,delivered,1,3,0,75,8,570,not_often,fair,280,0,0,0,0,150
590,female,85000,delivered,1,3,0,75,22,360,not_often,fair,410,0,0,0,0,100
591,female,60000,delivered,1,3,0,75,42,285,often,fair,330,0,0,0,0,80
592,male,60000,delivered,1,3,0,75,42,285,not_often,good,330,0,0,0,0,80
593,male,60000,delivered,1,3,0,75,62,210,not_often,fair,260,0,0,0,0,60
594,male,60000,delivered,1,5,0,75,92,90,often,fair,140,0,0,0,0,30
595,female,60000,delivered,1,4,0,75,82,165,often,fair,210,0,0,0,0,50
596,male,60000,delivered,1,5,0,75,72,120,often,good,170,0,0,0,0,40
597,male,60000,delivered,1,5,0,75,82,165,not_often,good,210,0,0,0,0,50
598,male,60000,delivered,1,4,0,75,48,240,often,good,290,0,0,0,0,70
599,male,65000,delivered,1,5,0,75,42,285,often,fair,330,0,0,0,0,80
600,female,65000,carried,1,5,0,75,22,360,not_often,fair,410,0,0,0,0,100
601,male,95000,delivered,1,6,0,75,48,240,not_often,good,290,0,0,0,0,70
602,male,95000,delivered,1,6,0,75,82,120,often,fair,170,0,0,0,0,40
603,female,95000,delivered,1,6,0,75,82,120,not_often,good,170,0,0,0,0,40
604,male,70000,delivered,1,5,0,75,42,285,often,fair,330,0,0,0,0,80
605,male,70000,delivered,1,4,0,75,62,210,often,good,260,0,0,0,0,60
606,female,65000,delivered,1,5,0,75,82,165,not_often,fair,210,0,0,0,0,50
607,female,90000,delivered,1,6,0,75,72,120,not_often,fair,170,0,0,0,0,40
608,male,90000,delivered,1,6,0,75,82,120,not_often,good,170,0,0,0,0,40
609,female,40000,delivered,1,4,0,75,82,165,often,fair,210,0,0,0,0,50
610,female,105000,delivered,1,4,0,75,82,165,often,good,210,0,0,0,0,50
611,female,40000,delivered,1,4,0,75,82,120,often,fair,170,0,0,0,0,40
612,male,80000,delivered,1,4,0,75,72,120,not_often,fair,170,0,0,0,0,40
613,female,95000,delivered,1,3,0,75,48,210,often,fair,260,0,0,0,0,60
614,male,50000,delivered,1,4,0,75,82,165,often,fair,210,0,0,0,0,50
615,male,45000,delivered,1,4,0,75,82,120,often,fair,170,0,0,0,0,40
616,female,40000,delivered,1,4,0,75,48,210,not_often,fair,260,0,0,0,0,60
617,male,90000,delivered,1,6,0,75,82,120,often,good,170,0,0,0,0,40
618,female,45000,delivered,1,3,0,75,42,285,often,good,330,0,0,0,0,80
619,female,60000,delivered,1,6,0,75,82,120,not_often,good,170,0,0,0,0,40
620,male,45000,delivered,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80
621,female,45000,delivered,1,6,0,75,82,120,often,very good,170,0,0,0,0,40
622,female,60000,carried,1,4,0,75,42,240,not_often,fair,290,0,0,0,0,70
623,male,105000,delivered,1,4,0,75,8,645,not_often,good,400,0,0,0,0,170
624,male,55000,delivered,1,3,0,75,48,285,often,good,330,0,0,0,0,80
625,male,50000,delivered,1,4,0,75,82,165,often,good,210,0,0,0,0,50
626,male,105000,delivered,1,4,0,75,8,645,not_often,good,400,0,0,0,0,170
627,female,50000,carried,1,4,0,75,82,165,often,fair,210,0,0,0,0,50
628,male,70000,delivered,1,5,0,75,82,165,often,fair,210,0,0,0,0,50
629,male,40000,delivered,1,4,0,75,88,120,often,fair,170,0,0,0,0,40
630,female,80000,delivered,1,4,0,75,48,285,not_often,good,330,0,0,0,0,80
631,female,90000,delivered,1,6,0,75,13,405,often,good,450,0,0,0,0,110
632,female,100000,carried,1,3,0,75,22,840,not_often,fair,550,0,0,0,0,220
633,male,55000,carried,1,3,0,75,38,285,not_often,good,330,0,0,0,0,80
634,female,50000,carried,1,4,0,75,38,285,not_often,good,330,0,0,0,0,80
635,female,80000,carried,1,4,0,75,38,285,not_often,fair,330,0,0,0,0,80
636,male,80000,carried,1,6,0,75,32,330,not_often,good,380,0,0,0,0,90
637,female,80000,carried,1,3,0,75,8,765,often,fair,280,0,0,0,0,200
638,female,80000,carried,1,3,0,75,38,285,not_often,fair,330,0,0,0,0,80
639,female,80000,carried,1,4,0,75,38,285,often,good,330,0,0,0,0,80
640,male,80000,carried,1,5,0,75,82,165,often,fair,210,0,0,0,0,50
641,female,80000,carried,1,6,0,75,32,330,not_often,fair,380,0,0,0,0,90
642,male,80000,carried,1,5,0,75,82,165,often,fair,210,0,0,0,0,50
643,male,60000,carried,1,3,0,75,38,285,not_often,good,330,0,0,0,0,80
644,female,60000,delivered,1,3,0,75,38,285,often,fair,330,0,0,0,0,80
645,female,105000,delivered,1,6,0,75,32,330,not_often,good,380,0,0,0,0,90
646,female,95000,delivered,1,6,0,75,32,330,often,good,380,0,0,0,0,90
647,female,45000,delivered,1,3,0,75,38,285,not_often,good,330,0,0,0,0,80
648,male,45000,carried,1,3,0,75,38,285,not_often,good,330,0,0,0,0,80
649,male,50000,delivered,1,6,0,75,72,120,not_often,fair,170,0,0,0,0,40
650,female,105000,delivered,1,4,0,75,8,645,often,fair,400,0,0,0,0,170
651,female,100000,delivered,1,3,0,75,8,720,not_often,good,380,0,0,0,0,190
652,male,65000,delivered,1,5,0,75,13,450,often,fair,500,0,0,0,0,120
653,male,100000,carried,1,4,0,75,38,285,not_often,good,330,0,0,0,0,80
654,female,105000,carried,1,6,0,75,32,330,often,fair,380,0,0,0,0,90
655,female,40000,delivered,1,4,0,75,82,120,often,fair,170,0,0,0,0,40
656,male,80000,delivered,1,4,0,75,38,285,often,fair,330,0,0,0,0,80
657,male,105000,delivered,1,6,0,75,22,360,often,fair,410,0,0,0,0,100
658,female,65000,delivered,1,5,0,75,82,165,often,fair,210,0,0,0,0,50
659,female,65000,delivered,1,5,0,75,82,165,often,good,210,0,0,0,0,50
660,male,65000,delivered,1,5,0,75,13,450,not_often,fair,500,0,0,0,0,120
661,female,65000,delivered,1,6,0,75,32,330,often,good,380,0,0,0,0,90
662,male,65000,carried,1,4,0,75,82,165,often,good,210,0,0,0,0,50
663,female,65000,delivered,1,3,0,75,38,285,often,good,330,0,0,0,0,80
664,female,65000,delivered,1,6,0,75,32,330,often,good,380,0,0,0,0,90
665,female,65000,delivered,1,4,0,75,38,285,often,fair,330,0,0,0,0,80
666,female,100000,delivered,1,6,0,75,32,330,not_often,good,380,0,0,0,0,90
667,female,55000,delivered,1,6,0,75,18,360,not_often,good,410,0,0,0,0,100
668,female,100000,delivered,1,6,0,75,18,360,often,good,410,0,0,0,0,100
669,female,75000,delivered,1,4,0,75,32,285,often,fair,330,0,0,0,0,80
670,female,80000,delivered,1,4,0,75,32,285,often,good,330,0,0,0,0,80
671,female,105000,delivered,1,6,0,75,32,330,not_often,good,380,0,0,0,0,90
672,male,95000,delivered,1,6,0,75,22,360,not_often,fair,410,0,0,0,0,100
673,male,75000,delivered,1,4,0,75,38,285,not_often,fair,330,0,0,0,0,80
674,male,40000,delivered,1,4,0,75,72,120,not_often,fair,170,0,0,0,0,40
675,female,70000,delivered,1,6,0,75,22,360,often,fair,410,0,0,0,0,100
676,male,40000,delivered,1,4,0,75,72,120,often,fair,170,0,0,0,0,40
677,female,70000,delivered,1,5,0,75,82,165,often,good,210,0,0,0,0,50
678,male,105000,delivered,1,6,0,75,32,330,not_often,good,380,0,0,0,0,90
679,male,50000,delivered,1,4,0,75,82,165,not_often,good,210,0,0,0,0,50
680,male,65000,delivered,1,5,0,75,48,165,often,fair,210,0,0,0,0,50
681,male,95000,delivered,1,6,0,75,42,330,not_often,fair,380,0,0,0,0,90
