ID,Household Income,Household wealth score,Household size,Rainfall for the month,Average temperature for the month,Travel time,Shortest distance,Amount spent on water in a month,Volume of water consumed in a month in liters,Volume of water consumed in lpcd,Willingness to pay
366,85000,548.3,5,250.99,74.5,20.00,99.08,10000,6600,40,9000
367,85000,913.9,3,250.99,74.5,20.00,129.56,10000,6600,40,9000
368,85000,1370.9,2,250.99,74.5,20.00,151.65,10000,6600,40,9000
369,85000,913.9,3,250.99,74.5,20.00,155.08,10000,6600,40,9000
370,85000,685.4,4,250.99,74.5,20.00,135.38,10000,6600,40,9000
371,85000,548.3,5,250.99,74.5,20.00,96.21,10000,6600,40,9000
372,85000,685.4,4,250.99,74.5,20.00,71.06,10000,6600,40,9000
373,85000,685.4,4,250.99,74.5,20.00,49.16,10000,6600,40,9000
374,85000,685.4,4,250.99,74.5,20.00,27.73,10000,6600,40,9000
375,85000,548.3,5,250.99,74.5,20.00,29.07,10000,6600,40,9000
376,85000,548.3,5,250.99,74.5,20.00,65.12,10000,6600,40,9000
377,85000,685.4,4,250.99,74.5,20.00,87.97,10000,6600,40,9000
378,85000,685.4,4,250.99,74.5,20.00,116.04,10000,6600,40,9000
379,85000,548.3,5,250.99,74.5,20.00,145.91,10000,6600,40,9000
380,85000,685.4,4,250.99,74.5,20.00,140.80,10000,6600,40,9000
381,85000,548.3,5,250.99,74.5,20.00,131.24,10000,6600,40,9000
382,85000,548.3,5,250.99,74.5,20.00,117.39,10000,6600,40,9000
383,85000,548.3,5,250.99,74.5,20.00,107.42,10000,6600,40,9000
384,85000,548.3,5,250.99,74.5,20.00,94.70,10000,6600,40,9000
385,85000,548.3,5,250.99,74.5,20.00,84.31,10000,6600,40,9000
386,85000,685.4,4,250.99,74.5,20.00,77.10,10000,6600,40,9000
387,85000,548.3,5,250.99,74.5,20.00,66.75,10000,6600,40,9000
388,85000,685.4,4,250.99,74.5,20.00,55.01,10000,6600,40,9000
389,85000,685.4,4,250.99,74.5,20.00,27.29,10000,6600,40,9000
390,85000,548.3,5,250.99,74.5,20.00,21.02,10000,6600,40,9000
391,85000,685.4,4,250.99,74.5,20.00,25.50,10000,6600,40,9000
392,85000,685.4,4,250.99,74.5,20.00,39.45,10000,6600,40,9000
393,85000,685.4,4,250.99,74.5,20.00,51.09,10000,6600,40,9000
394,85000,548.3,5,250.99,74.5,20.00,65.07,10000,6600,40,9000
395,85000,548.3,5,250.99,74.5,20.00,88.62,10000,6600,40,9000
396,85000,913.9,3,250.99,74.5,20.00,107.45,10000,6600,40,9000
397,85000,1370.9,2,250.99,74.5,20.00,122.80,10000,6600,40,9000
398,85000,913.9,3,250.99,74.5,20.00,136.03,10000,6600,40,9000
399,85000,685.4,4,250.99,74.5,20.00,140.39,10000,6600,40,9000
400,85000,548.3,5,250.99,74.5,20.00,97.74,10000,6600,40,9000
401,85000,685.4,4,250.99,74.5,20.00,96.33,10000,6600,40,9000
402,85000,548.3,5,250.99,74.5,20.00,111.54,10000,6600,40,9000
403,85000,685.4,4,250.99,74.5,20.00,111.49,10000,6600,40,9000
404,85000,548.3,5,250.99,74.5,20.00,90.76,10000,6600,40,9000
405,85000,548.3,5,250.99,74.5,20.00,68.45,10000,6600,40,9000
406,85000,685.4,4,250.99,74.5,20.00,32.02,10000,6600,40,9000
407,85000,685.4,4,250.99,74.5,20.00,17.80,10000,6600,40,9000
408,85000,548.3,5,250.99,74.5,20.00,38.48,10000,6600,40,9000
409,85000,685.4,4,250.99,74.5,20.00,56.60,10000,6600,40,9000
410,85000,548.3,5,250.99,74.5,20.00,73.25,10000,6600,40,9000
411,85000,685.4,4,250.99,74.5,20.00,79.88,10000,6600,40,9000
412,85000,685.4,4,250.99,74.5,20.00,78.16,10000,6600,40,9000
413,85000,685.4,4,250.99,74.5,20.00,48.27,10000,6600,40,9000
414,85000,548.3,5,250.99,74.5,20.00,54.82,10000,6600,40,9000
415,85000,685.4,4,250.99,74.5,20.00,62.97,10000,6600,40,9000
416,85000,685.4,4,250.99,74.5,20.00,52.80,10000,6600,40,9000
417,85000,685.4,4,250.99,74.5,20.00,29.07,10000,6600,40,9000
418,85000,548.3,5,250.99,74.5,20.00,9.22,10000,6600,40,9000
419,85000,685.4,4,250.99,74.5,20.00,35.85,10000,6600,40,9000
420,85000,548.3,5,250.99,74.5,20.00,53.01,10000,6600,40,9000
421,85000,548.3,5,250.99,74.5,20.00,76.42,10000,6600,40,9000
422,85000,548.3,5,250.99,74.5,20.00,95.52,10000,6600,40,9000
423,85000,685.4,4,250.99,74.5,20.00,96.75,10000,6600,40,9000
424,85000,685.4,4,250.99,74.5,20.00,77.08,10000,6600,40,9000
425,50000,403.2,4,250.99,74.5,10.00,59.41,6000,4100,20,8000
426,70000,451.6,5,250.99,74.5,20.00,42.30,10000,6300,40,10000
427,50000,403.2,4,250.99,74.5,10.00,31.62,6000,4100,20,8000
428,70000,451.6,5,250.99,74.5,20.00,46.86,10000,6300,40,10000
429,70000,451.6,5,250.99,74.5,20.00,74.20,10000,6300,40,10000
430,70000,451.6,5,250.99,74.5,20.00,95.80,10000,6300,40,10000
431,50000,403.2,4,250.99,74.5,10.00,104.66,6000,4100,20,8000
432,50000,403.2,4,250.99,74.5,10.00,84.86,6000,4100,20,8000
433,70000,451.6,5,250.99,74.5,20.00,62.39,10000,6300,40,10000
434,50000,403.2,4,250.99,74.5,10.00,59.77,6000,4100,20,8000
435,50000,403.2,4,250.99,74.5,10.00,37.48,6000,4100,20,8000
436,50000,403.2,4,250.99,74.5,10.00,56.01,6000,4100,20,8000
437,50000,403.2,4,250.99,74.5,10.00,39.12,6000,4100,20,8000
438,50000,403.2,4,250.99,74.5,10.00,33.24,6000,4100,20,8000
439,50000,403.2,4,250.99,74.5,10.00,21.95,6000,4100,20,8000
440,50000,403.2,4,250.99,74.5,10.00,27.29,6000,4100,20,8000
441,70000,451.6,5,250.99,74.5,20.00,19.21,10000,6300,40,10000
442,50000,403.2,4,250.99,74.5,10.00,33.94,6000,4100,20,8000
443,50000,403.2,4,250.99,74.5,10.00,44.05,6000,4100,20,8000
444,50000,403.2,4,250.99,74.5,10.00,57.31,6000,4100,20,8000
445,70000,451.6,5,250.99,74.5,20.00,77.52,10000,6300,40,10000
446,70000,451.6,5,250.99,74.5,20.00,67.12,10000,6300,40,10000
447,70000,451.6,5,250.99,74.5,20.00,81.39,10000,6300,40,10000
448,50000,403.2,4,250.99,74.5,10.00,94.37,6000,4100,20,8000
449,50000,403.2,4,250.99,74.5,10.00,83.73,6000,4100,20,8000
450,70000,451.6,5,250.99,74.5,20.00,75.24,10000,6300,40,10000
451,70000,451.6,5,250.99,74.5,20.00,63.32,10000,6300,40,10000
452,50000,403.2,4,250.99,74.5,10.00,38.08,6000,4100,20,8000
453,50000,403.2,4,250.99,74.5,10.00,22.36,6000,4100,20,8000
454,50000,403.2,4,250.99,74.5,10.00,46.10,6000,4100,20,8000
455,50000,403.2,4,250.99,74.5,10.00,69.58,6000,4100,20,8000
456,70000,451.6,5,250.99,74.5,20.00,90.14,10000,6300,40,10000
457,50000,403.2,4,250.99,74.5,10.00,97.53,6000,4100,20,8000
458,70000,451.6,5,250.99,74.5,20.00,88.57,10000,6300,40,10000
459,70000,451.6,5,250.99,74.5,20.00,74.52,10000,6300,40,10000
460,70000,451.6,5,250.99,74.5,20.00,79.20,10000,6300,40,10000
461,70000,451.6,5,250.99,74.5,20.00,58.67,10000,6300,40,10000
462,70000,451.6,5,250.99,74.5,20.00,24.02,10000,6300,40,10000
463,50000,403.2,4,250.99,74.5,10.00,51.00,6000,4100,20,8000
464,50000,403.2,4,250.99,74.5,10.00,77.88,6000,4100,20,8000
465,70000,451.6,5,250.99,74.5,20.00,70.77,10000,6300,40,10000
466,70000,451.6,5,250.99,74.5,20.00,65.80,10000,6300,40,10000
467,70000,451.6,5,250.99,74.5,20.00,56.57,10000,6300,40,10000
468,70000,451.6,5,250.99,74.5,20.00,42.05,10000,6300,40,10000
469,50000,403.2,4,250.99,74.5,10.00,44.82,6000,4100,20,8000
470,50000,403.2,4,250.99,74.5,10.00,48.26,6000,4100,20,8000
471,50000,403.2,4,250.99,74.5,10.00,69.64,6000,4100,20,8000
472,70000,451.6,5,250.99,74.5,20.00,85.99,10000,6300,40,10000
473,70000,451.6,5,250.99,74.5,20.00,91.71,10000,6300,40,10000
474,70000,451.6,5,250.99,74.5,20.00,75.96,10000,6300,40,10000
475,50000,403.2,4,250.99,74.5,10.00,58.14,6000,4100,20,8000
476,70000,451.6,5,250.99,74.5,20.00,46.62,10000,6300,40,10000
477,50000,403.2,4,250.99,74.5,10.00,6.32,6000,4100,20,8000
478,50000,403.2,4,250.99,74.5,10.00,28.18,6000,4100,20,8000
479,50000,403.2,4,250.99,74.5,10.00,40.46,6000,4100,20,8000
480,70000,451.6,5,250.99,74.5,20.00,55.87,10000,6300,40,10000
481,70000,451.6,5,250.99,74.5,20.00,79.63,10000,6300,40,10000
482,50000,403.2,4,250.99,74.5,10.00,67.74,6000,4100,20,8000
483,70000,451.6,5,250.99,74.5,20.00,45.10,10000,6300,40,10000
484,50000,403.2,4,250.99,74.5,10.00,23.85,6000,4100,20,8000
485,50000,403.2,4,250.99,74.5,10.00,15.03,6000,4100,20,8000
486,70000,451.6,5,250.99,74.5,20.00,39.36,10000,6300,40,10000
487,50000,403.2,4,250.99,74.5,10.00,63.01,6000,4100,20,8000
488,50000,403.2,4,250.99,74.5,10.00,80.62,6000,4100,20,8000
489,50000,403.2,4,250.99,74.5,10.00,74.17,6000,4100,20,8000
490,50000,403.2,4,250.99,74.5,10.00,104.40,6000,4100,20,8000
491,50000,403.2,4,250.99,74.5,10.00,70.34,6000,4100,20,8000
492,70000,451.6,5,250.99,74.5,20.00,56.75,10000,6300,40,10000
493,70000,451.6,5,250.99,74.5,20.00,39.05,10000,6300,40,10000
494,50000,403.2,4,250.99,74.5,10.00,10.30,6000,4100,20,8000
495,70000,451.6,5,250.99,74.5,20.00,18.36,10000,6300,40,10000
496,50000,403.2,4,250.99,74.5,10.00,29.00,6000,4100,20,8000
497,50000,403.2,4,250.99,74.5,10.00,48.01,6000,4100,20,8000
498,70000,451.6,5,250.99,74.5,20.00,66.03,10000,6300,40,10000
499,70000,451.6,5,250.99,74.5,20.00,79.20,10000,6300,40,10000
500,50000,403.2,4,250.99,74.5,10.00,65.46,6000,4100,20,8000
501,50000,403.2,4,250.99,74.5,10.00,46.57,6000,4100,20,8000
502,50000,403.2,4,250.99,74.5,10.00,30.59,6000,4100,20,8000
503,70000,451.6,5,250.99,74.5,20.00,19.03,10000,6300,40,10000
504,70000,451.6,5,250.99,74.5,20.00,11.70,10000,6300,40,10000
505,50000,403.2,4,250.99,74.5,10.00,24.41,6000,4100,20,8000
506,50000,403.2,4,250.99,74.5,10.00,35.47,6000,4100,20,8000
507,70000,451.6,5,250.99,74.5,20.00,49.24,10000,6300,40,10000
508,70000,451.6,5,250.99,74.5,20.00,63.56,10000,6300,40,10000
509,50000,403.2,4,250.99,74.5,10.00,72.17,6000,4100,20,8000
510,50000,403.2,4,250.99,74.5,10.00,83.22,6000,4100,20,8000
511,50000,403.2,4,250.99,74.5,10.00,79.88,6000,4100,20,8000
512,70000,451.6,5,250.99,74.5,20.00,65.37,10000,6300,40,10000
513,70000,451.6,5,250.99,74.5,20.00,49.24,10000,6300,40,10000
514,40000,322.5,4,250.99,74.5,10.00,42.06,6000,4100,20,8000
515,40000,645.1,2,250.99,74.5,10.00,45.22,6000,4100,20,8000
516,40000,322.5,4,250.99,74.5,10.00,56.44,6000,4100,20,8000
517,50000,403.2,4,250.99,74.5,10.00,72.11,6000,4100,20,8000
518,65000,419.3,5,250.99,74.5,20.00,84.48,10000,6300,40,10000
519,65000,524.1,4,250.99,74.5,20.00,104.39,10000,6300,40,10000
520,65000,524.1,4,250.99,74.5,20.00,82.86,10000,6300,40,10000
521,65000,419.3,5,250.99,74.5,20.00,71.57,10000,6300,40,10000
522,65000,524.1,4,250.99,74.5,20.00,64.50,10000,6300,40,10000
523,65000,419.3,5,250.99,74.5,20.00,50.16,10000,6300,40,10000
524,65000,524.1,4,250.99,74.5,20.00,36.62,10000,6300,40,10000
525,65000,524.1,4,250.99,74.5,20.00,37.34,10000,6300,40,10000
526,65000,419.3,5,250.99,74.5,20.00,44.05,10000,6300,40,10000
527,65000,524.1,4,250.99,74.5,20.00,50.92,10000,6300,40,10000
528,65000,524.1,4,250.99,74.5,20.00,64.66,10000,6300,40,10000
529,65000,419.3,5,250.99,74.5,20.00,84.65,10000,6300,40,10000
530,65000,524.1,4,250.99,74.5,20.00,81.30,10000,6300,40,10000
531,65000,419.3,5,250.99,74.5,20.00,75.11,10000,6300,40,10000
532,65000,419.3,5,250.99,74.5,20.00,63.56,10000,6300,40,10000
533,65000,524.1,4,250.99,74.5,20.00,48.75,10000,6300,40,10000
534,65000,524.1,4,250.99,74.5,20.00,34.41,10000,6300,40,10000
535,65000,419.3,5,250.99,74.5,20.00,28.18,10000,6300,40,10000
536,50000,403.2,4,250.99,74.5,10.00,46.39,6000,4100,20,8000
537,70000,451.6,5,250.99,74.5,20.00,55.33,10000,6300,40,10000
538,70000,451.6,5,250.99,74.5,20.00,67.08,10000,6300,40,10000
539,50000,403.2,4,250.99,74.5,10.00,74.63,6000,4100,20,8000
540,50000,403.2,4,250.99,74.5,10.00,85.70,6000,4100,20,8000
541,50000,403.2,4,250.99,74.5,10.00,98.84,6000,4100,20,8000
542,70000,451.6,5,250.99,74.5,20.00,83.17,10000,6300,40,10000
543,70000,451.6,5,250.99,74.5,20.00,69.35,10000,6300,40,10000
544,50000,403.2,4,250.99,74.5,10.00,60.02,6000,4100,20,8000
545,50000,403.2,4,250.99,74.5,10.00,43.05,6000,4100,20,8000
546,70000,451.6,5,250.99,74.5,20.00,29.15,10000,6300,40,10000
547,50000,403.2,4,250.99,74.5,10.00,34.23,6000,4100,20,8000
548,50000,403.2,4,250.99,74.5,10.00,49.48,6000,4100,20,8000
549,50000,403.2,4,250.99,74.5,10.00,69.86,6000,4100,20,8000
550,70000,451.6,5,250.99,74.5,20.00,86.84,10000,6300,40,10000
551,70000,451.6,5,250.99,74.5,20.00,79.91,10000,6300,40,10000
552,50000,403.2,4,250.99,74.5,10.00,45.88,6000,4100,20,8000
553,50000,403.2,4,250.99,74.5,10.00,53.46,6000,4100,20,8000
554,50000,403.2,4,250.99,74.5,10.00,65.79,6000,4100,20,8000
555,70000,451.6,5,250.99,74.5,20.00,77.90,10000,6300,40,10000
556,70000,451.6,5,250.99,74.5,20.00,93.91,10000,6300,40,10000
557,40000,322.5,4,250.99,74.5,10.00,75.64,6000,4100,20,8000
558,40000,645.1,2,250.99,74.5,10.00,54.56,6000,4100,20,8000
559,40000,322.5,4,250.99,74.5,10.00,32.31,6000,4100,20,8000
560,50000,403.2,4,250.99,74.5,10.00,10.77,6000,4100,20,8000
561,70000,451.6,5,250.99,74.5,20.00,31.06,10000,6300,40,10000
562,50000,403.2,4,250.99,74.5,10.00,50.33,6000,4100,20,8000
563,70000,451.6,5,250.99,74.5,20.00,72.14,10000,6300,40,10000
564,50000,403.2,4,250.99,74.5,10.00,84.22,6000,4100,20,8000
565,50000,403.2,4,250.99,74.5,10.00,64.54,6000,4100,20,8000
566,50000,403.2,4,250.99,74.5,10.00,48.55,6000,4100,20,8000
567,70000,451.6,5,250.99,74.5,20.00,26.57,10000,6300,40,10000
568,70000,451.6,5,250.99,74.5,20.00,22.14,10000,6300,40,10000
569,50000,403.2,4,250.99,74.5,10.00,40.02,6000,4100,20,8000
570,70000,451.6,5,250.99,74.5,20.00,60.44,10000,6300,40,10000
571,70000,451.6,5,250.99,74.5,20.00,86.16,10000,6300,40,10000
572,50000,403.2,4,250.99,74.5,10.00,68.00,6000,4100,20,8000
573,50000,403.2,4,250.99,74.5,10.00,49.03,6000,4100,20,8000
574,50000,403.2,4,250.99,74.5,10.00,33.11,6000,4100,20,8000
575,50000,403.2,4,250.99,74.5,10.00,6.32,6000,4100,20,8000
576,70000,451.6,5,250.99,74.5,20.00,35.44,10000,6300,40,10000
577,70000,451.6,5,250.99,74.5,20.00,67.72,10000,6300,40,10000
578,40000,322.5,4,250.99,74.5,10.00,84.20,6000,4100,20,8000
579,40000,645.1,2,250.99,74.5,10.00,64.94,6000,4100,20,8000
580,40000,322.5,4,250.99,74.5,10.00,46.01,6000,4100,20,8000
581,85000,685.4,4,250.99,74.5,20.00,29.15,10000,6600,40,9000
582,85000,548.3,5,250.99,74.5,20.00,26.17,10000,6600,40,9000
583,85000,685.4,4,250.99,74.5,20.00,59.51,10000,6600,40,9000
584,85000,685.4,4,250.99,74.5,20.00,90.79,10000,6600,40,9000
585,85000,685.4,4,250.99,74.5,20.00,81.39,10000,6600,40,9000
586,85000,685.4,4,250.99,74.5,20.00,102.62,10000,6600,40,9000
587,85000,685.4,4,250.99,74.5,20.00,99.76,10000,6600,40,9000
588,85000,548.3,5,250.99,74.5,20.00,122.92,10000,6600,40,9000
589,85000,548.3,5,250.99,74.5,20.00,107.30,10000,6600,40,9000
590,85000,685.4,4,250.99,74.5,20.00,121.75,10000,6600,40,9000
591,85000,548.3,5,250.99,74.5,20.00,117.34,10000,6600,40,9000
592,85000,685.4,4,250.99,74.5,20.00,89.47,10000,6600,40,9000
593,85000,548.3,5,250.99,74.5,20.00,68.80,10000,6600,40,9000
594,85000,685.4,4,250.99,74.5,20.00,79.63,10000,6600,40,9000
595,85000,548.3,5,250.99,74.5,20.00,57.71,10000,6600,40,9000
596,85000,548.3,5,250.99,74.5,20.00,45.00,10000,6600,40,9000
597,85000,685.4,4,250.99,74.5,20.00,25.24,10000,6600,40,9000
598,85000,685.4,4,250.99,74.5,20.00,10.05,10000,6600,40,9000
599,85000,548.3,5,250.99,74.5,20.00,35.44,10000,6600,40,9000
600,85000,685.4,4,250.99,74.5,20.00,229.59,10000,6600,40,9000
601,70000,451.6,5,250.99,74.5,20.00,184.95,10000,6300,40,10000
602,70000,451.6,5,250.99,74.5,20.00,179.00,10000,6300,40,10000
603,70000,451.6,5,250.99,74.5,20.00,167.84,10000,6300,40,10000
604,70000,451.6,5,250.99,74.5,20.00,125.60,10000,6300,40,10000
605,70000,451.6,5,250.99,74.5,20.00,84.38,10000,6300,40,10000
606,50000,403.2,4,250.99,74.5,10.00,57.72,6000,4100,20,8000
607,50000,403.2,4,250.99,74.5,10.00,36.36,6000,4100,20,8000
608,70000,451.6,5,250.99,74.5,20.00,51.79,10000,6300,40,10000
609,70000,451.6,5,250.99,74.5,20.00,53.91,10000,6300,40,10000
610,50000,403.2,4,250.99,74.5,10.00,103.59,6000,4100,20,8000
611,70000,451.6,5,250.99,74.5,20.00,129.40,10000,6300,40,10000
612,70000,451.6,5,250.99,74.5,20.00,153.67,10000,6300,40,10000
613,70000,451.6,5,250.99,74.5,20.00,133.76,10000,6300,40,10000
614,70000,451.6,5,250.99,74.5,20.00,121.50,10000,6300,40,10000
615,50000,403.2,4,250.99,74.5,10.00,126.18,6000,4100,20,8000
616,50000,403.2,4,250.99,74.5,10.00,177.72,6000,4100,20,8000
617,50000,403.2,4,250.99,74.5,10.00,230.65,6000,4100,20,8000
618,50000,403.2,4,250.99,74.5,10.00,294.54,6000,4100,20,8000
619,70000,451.6,5,250.99,74.5,20.00,255.15,10000,6300,40,10000
620,70000,451.6,5,250.99,74.5,20.00,269.85,10000,6300,40,10000
621,70000,451.6,5,250.99,74.5,20.00,249.69,10000,6300,40,10000
622,50000,403.2,4,250.99,74.5,10.00,390.16,6000,4100,20,8000
623,50000,403.2,4,250.99,74.5,10.00,319.51,6000,4100,20,8000
624,70000,451.6,5,250.99,74.5,20.00,273.60,10000,6300,40,10000
625,50000,403.2,4,250.99,74.5,10.00,243.26,6000,4100,20,8000
626,50000,403.2,4,250.99,74.5,10.00,207.27,6000,4100,20,8000
627,70000,451.6,5,250.99,74.5,20.00,196.70,10000,6300,40,10000
628,70000,451.6,5,250.99,74.5,20.00,163.48,10000,6300,40,10000
629,70000,451.6,5,250.99,74.5,20.00,169.40,10000,6300,40,10000
630,70000,451.6,5,250.99,74.5,20.00,162.02,10000,6300,40,10000
631,50000,403.2,4,250.99,74.5,10.00,149.60,6000,4100,20,8000
632,50000,403.2,4,250.99,74.5,10.00,186.08,6000,4100,20,8000
633,50000,403.2,4,250.99,74.5,10.00,178.72,6000,4100,20,8000
634,50000,403.2,4,250.99,74.5,10.00,196.02,6000,4100,20,8000
635,50000,403.2,4,250.99,74.5,10.00,250.08,6000,4100,20,8000
636,50000,403.2,4,250.99,74.5,10.00,273.89,6000,4100,20,8000
637,70000,451.6,5,250.99,74.5,20.00,256.40,10000,6300,40,10000
638,70000,451.6,5,250.99,74.5,20.00,224.45,10000,6300,40,10000
639,70000,451.6,5,250.99,74.5,20.00,208.85,10000,6300,40,10000
640,70000,451.6,5,250.99,74.5,20.00,215.20,10000,6300,40,10000
641,50000,403.2,4,250.99,74.5,10.00,234.31,6000,4100,20,8000
642,50000,403.2,4,250.99,74.5,10.00,247.52,6000,4100,20,8000
643,50000,403.2,4,250.99,74.5,10.00,231.61,6000,4100,20,8000
644,70000,451.6,5,250.99,74.5,20.00,210.11,10000,6300,40,10000
645,70000,451.6,5,250.99,74.5,20.00,250.91,10000,6300,40,10000
646,70000,451.6,5,250.99,74.5,20.00,278.64,10000,6300,40,10000
647,70000,451.6,5,250.99,74.5,20.00,287.09,10000,6300,40,10000
648,70000,451.6,5,250.99,74.5,20.00,318.68,10000,6300,40,10000
649,70000,451.6,5,250.99,74.5,20.00,332.63,10000,6300,40,10000
650,50000,403.2,4,250.99,74.5,10.00,390.71,6000,4100,20,8000
651,70000,451.6,5,250.99,74.5,20.00,389.28,10000,6300,40,10000
652,50000,403.2,4,250.99,74.5,10.00,448.99,6000,4100,20,8000
653,70000,451.6,5,250.99,74.5,20.00,455.32,10000,6300,40,10000
654,70000,451.6,5,250.99,74.5,20.00,347.83,10000,6300,40,10000
655,50000,403.2,4,250.99,74.5,10.00,301.73,6000,4100,20,8000
656,50000,403.2,4,250.99,74.5,10.00,282.71,6000,4100,20,8000
657,70000,451.6,5,250.99,74.5,20.00,360.35,10000,6300,40,10000
658,50000,403.2,4,250.99,74.5,10.00,338.76,6000,4100,20,8000
659,50000,403.2,4,250.99,74.5,10.00,346.39,6000,4100,20,8000
660,70000,451.6,5,250.99,74.5,20.00,380.06,10000,6300,40,10000
661,50000,403.2,4,250.99,74.5,10.00,335.64,6000,4100,20,8000
662,70000,451.6,5,250.99,74.5,20.00,290.69,10000,6300,40,10000
663,50000,403.2,4,250.99,74.5,10.00,314.86,6000,4100,20,8000
664,50000,403.2,4,250.99,74.5,10.00,279.50,6000,4100,20,8000
665,50000,403.2,4,250.99,74.5,10.00,305.81,6000,4100,20,8000
666,50000,403.2,4,250.99,74.5,10.00,279.18,6000,4100,20,8000
667,70000,451.6,5,250.99,74.5,20.00,315.13,10000,6300,40,10000
668,70000,451.6,5,250.99,74.5,20.00,308.01,10000,6300,40,10000
669,40000,322.5,4,250.99,74.5,10.00,400.05,6000,4100,20,8000
670,40000,645.1,2,250.99,74.5,10.00,396.20,6000,4100,20,8000
671,40000,322.5,4,250.99,74.5,10.00,405.35,6000,4100,20,8000
672,50000,403.2,4,250.99,74.5,10.00,433.03,6000,4100,20,8000
673,70000,451.6,5,250.99,74.5,20.00,420.33,10000,6300,40,10000
674,50000,403.2,4,250.99,74.5,10.00,378.80,6000,4100,20,8000
675,70000,451.6,5,250.99,74.5,20.00,383.41,10000,6300,40,10000
676,70000,451.6,5,250.99,74.5,20.00,408.83,10000,6300,40,10000
677,70000,451.6,5,250.99,74.5,20.00,369.68,10000,6300,40,10000
678,70000,451.6,5,250.99,74.5,20.00,375.59,10000,6300,40,10000
679,70000,451.6,5,250.99,74.5,20.00,399.94,10000,6300,40,10000
680,50000,403.2,4,250.99,74.5,10.00,426.90,6000,4100,20,8000
681,50000,403.2,4,250.99,74.5,10.00,467.16,6000,4100,20,8000
682,70000,451.6,5,250.99,74.5,20.00,473.33,10000,6300,40,10000
683,50000,403.2,4,250.99,74.5,10.00,499.23,6000,4100,20,8000
684,50000,403.2,4,250.99,74.5,10.00,531.51,6000,4100,20,8000
685,70000,451.6,5,250.99,74.5,20.00,537.18,10000,6300,40,10000
686,50000,403.2,4,250.99,74.5,10.00,527.39,6000,4100,20,8000
687,70000,451.6,5,250.99,74.5,20.00,506.76,10000,6300,40,10000
688,50000,403.2,4,250.99,74.5,10.00,505.53,6000,4100,20,8000
689,50000,403.2,4,250.99,74.5,10.00,472.95,6000,4100,20,8000
690,70000,451.6,5,250.99,74.5,20.00,463.04,10000,6300,40,10000
691,50000,403.2,4,250.99,74.5,10.00,446.56,6000,4100,20,8000
692,50000,403.2,4,250.99,74.5,10.00,463.31,6000,4100,20,8000
693,50000,403.2,4,250.99,74.5,10.00,488.07,6000,4100,20,8000
694,70000,451.6,5,250.99,74.5,20.00,474.22,10000,6300,40,10000
695,70000,451.6,5,250.99,74.5,20.00,469.30,10000,6300,40,10000
696,70000,451.6,5,250.99,74.5,20.00,477.33,10000,6300,40,10000
697,70000,451.6,5,250.99,74.5,20.00,477.41,10000,6300,40,10000
698,50000,403.2,4,250.99,74.5,10.00,470.34,6000,4100,20,8000
699,50000,403.2,4,250.99,74.5,10.00,451.62,6000,4100,20,8000
700,50000,403.2,4,250.99,74.5,10.00,435.66,6000,4100,20,8000
701,50000,403.2,4,250.99,74.5,10.00,405.81,6000,4100,20,8000
702,70000,451.6,5,250.99,74.5,20.00,379.33,10000,6300,40,10000
703,50000,403.2,4,250.99,74.5,10.00,323.36,6000,4100,20,8000
704,50000,403.2,4,250.99,74.5,10.00,403.12,6000,4100,20,8000
705,70000,451.6,5,250.99,74.5,20.00,368.52,10000,6300,40,10000
706,70000,451.6,5,250.99,74.5,20.00,355.45,10000,6300,40,10000
707,70000,451.6,5,250.99,74.5,20.00,306.62,10000,6300,40,10000
708,70000,451.6,5,250.99,74.5,20.00,335.93,10000,6300,40,10000
709,50000,403.2,4,250.99,74.5,10.00,373.55,6000,4100,20,8000
710,50000,403.2,4,250.99,74.5,10.00,394.41,6000,4100,20,8000
711,70000,451.6,5,250.99,74.5,20.00,360.14,10000,6300,40,10000
712,70000,451.6,5,250.99,74.5,20.00,386.06,10000,6300,40,10000
713,50000,403.2,4,250.99,74.5,10.00,351.05,6000,4100,20,8000
714,70000,451.6,5,250.99,74.5,20.00,321.10,10000,6300,40,10000
715,70000,451.6,5,250.99,74.5,20.00,304.24,10000,6300,40,10000
716,70000,451.6,5,250.99,74.5,20.00,268.75,10000,6300,40,10000
717,70000,451.6,5,250.99,74.5,20.00,242.13,10000,6300,40,10000
718,50000,403.2,4,250.99,74.5,10.00,220.10,6000,4100,20,8000
